,player,team,year,injured,previous
3676,Bobby LaFromboise,Pittsburgh Pirates,2015,yes,no
3677,Jason Hammel,Chicago Cubs,2015,yes,yes
3679,Randy Choate,St. Louis Cardinals,2015,yes,yes
3681,Mitch Harris,St. Louis Cardinals,2015,yes,no
3682,Dan Straily,Houston Astros,2015,yes,no
3683,Joe Thatcher,Houston Astros,2015,yes,yes
3684,Anthony Ranaudo,Texas Rangers,2015,yes,no
3685,Spencer Patton,Texas Rangers,2015,yes,no
3686,Sam Freeman,Texas Rangers,2015,yes,yes
3687,Anthony Bass,Texas Rangers,2015,yes,yes
3688,Luke Jackson,Texas Rangers,2015,yes,no
3689,Phil Klein,Texas Rangers,2015,yes,no
3693,Luis Cruz,Houston Astros,2015,yes,no
3694,Vince Velasquez,Houston Astros,2015,yes,no
3695,Mike Bolsinger,Los Angeles Dodgers,2015,yes,no
3697,Joe Wieland,Los Angeles Dodgers,2015,yes,yes
3699,Yoervis Medina,Chicago Cubs,2015,yes,no
3705,Brett Cecil,Toronto Blue Jays,2015,yes,yes
3706,Chad Jenkins,Toronto Blue Jays,2015,yes,yes
3707,Jeff Francis,Toronto Blue Jays,2015,yes,yes
3708,Ben Rowen,Toronto Blue Jays,2015,yes,no
3709,Bo Schultz,Toronto Blue Jays,2015,yes,no
3710,Mark Buehrle,Toronto Blue Jays,2015,yes,no
3711,Steve Delabar,Toronto Blue Jays,2015,yes,yes
3712,Jacob Turner,Chicago White Sox,2015,yes,yes
3722,Louis Coleman,Kansas City Royals,2015,yes,yes
3723,Jeremy Guthrie,Kansas City Royals,2015,yes,yes
3725,Michael Mariot,Kansas City Royals,2015,yes,yes
3726,Carlos Torres,New York Mets,2015,yes,no
3747,Paco Rodriguez,Atlanta Braves,2015,yes,yes
3772,Bronson Arroyo,Los Angeles Dodgers,2015,yes,yes
3773,Lisalverto Bonilla,Los Angeles Dodgers,2015,yes,yes
3775,Brett Anderson,Los Angeles Dodgers,2015,yes,yes
3776,Joakim Soria,Kansas City Royals,2017,yes,yes
3778,Adam Ottavino,Colorado Rockies,2016,yes,yes
3779,Jason Vargas,Kansas City Royals,2016,yes,yes
3780,Brandon McCarthy,Los Angeles Dodgers,2016,yes,yes
3781,Frankie Montas,Los Angeles Dodgers,2016,yes,no
3782,Paco Rodriguez,Atlanta Braves,2016,yes,yes
3783,Zac Rosscup,Chicago Cubs,2016,yes,yes
3784,Tanner Scheppers,Texas Rangers,2016,yes,yes
3785,Ryan Cook,Seattle Mariners,2016,yes,yes
3786,Jarrod Parker,Oakland Athletics,2016,yes,yes
3787,Mike Minor,Kansas City Royals,2016,yes,yes
3788,Yhonathan Barrios,Milwaukee Brewers,2016,yes,no
3789,Zack Jones,Milwaukee Brewers,2016,yes,no
3790,Sean Nolin,Milwaukee Brewers,2016,yes,yes
3791,Aaron Barrett,Washington Nationals,2016,yes,yes
3792,Lance McCullers Jr.,Houston Astros,2016,yes,yes
3794,Will Smith,Milwaukee Brewers,2016,yes,yes
3795,Blaine Hardy,Detroit Tigers,2016,yes,no
3796,Corey Knebel,Milwaukee Brewers,2016,yes,no
3797,Brandon Workman,Boston Red Sox,2016,yes,yes
3798,Carson Smith,Boston Red Sox,2016,yes,no
3799,Josh Collmenter,Arizona Diamondbacks,2016,yes,yes
3800,Matt Harrison,Philadelphia Phillies,2016,yes,yes
3801,Jordan Walden,St. Louis Cardinals,2016,yes,yes
3802,Lance Lynn,St. Louis Cardinals,2016,yes,yes
3803,Mitch Harris,St. Louis Cardinals,2016,yes,yes
3804,Alex Wilson,Detroit Tigers,2016,yes,yes
3805,John Axford,Oakland Athletics,2016,yes,yes
3807,Mario Hollands,Philadelphia Phillies,2016,yes,yes
3808,R.J. Alvarez,Oakland Athletics,2016,yes,no
3809,Henderson Alvarez,Oakland Athletics,2016,yes,yes
3810,Eduardo Rodriguez,Boston Red Sox,2016,yes,no
3811,Jared Hughes,Pittsburgh Pirates,2016,yes,yes
3812,Carter Capps,Miami Marlins,2016,yes,yes
3813,Aaron Loup,Toronto Blue Jays,2016,yes,yes
3814,Zack Wheeler,New York Mets,2016,yes,yes
3815,Jesse Biddle,Atlanta Braves,2016,yes,no
3816,Josh Ravin,Los Angeles Dodgers,2016,yes,yes
3817,Jairo Diaz,Colorado Rockies,2016,yes,yes
3818,Jason Motte,Colorado Rockies,2016,yes,yes
3819,Jon Edwards,San Diego Padres,2016,yes,no
3820,Bryan Mitchell,New York Yankees,2016,yes,yes
3821,Aroldis Chapman,New York Yankees,2016,yes,yes
3822,Kevin Gausman,Baltimore Orioles,2016,yes,yes
3823,Anthony DeSclafani,Cincinnati Reds,2016,yes,yes
3824,John Lamb,Cincinnati Reds,2016,yes,no
3825,Yu Darvish,Texas Rangers,2016,yes,yes
3826,Luke Jackson,Texas Rangers,2016,yes,yes
3827,Brett Anderson,Los Angeles Dodgers,2016,yes,yes
3828,Michael Lorenzen,Cincinnati Reds,2016,yes,no
3829,Jon Moscot,Cincinnati Reds,2016,yes,yes
3830,Raudel Lazo,Miami Marlins,2016,yes,no
3831,Alex Cobb,Tampa Bay Rays,2016,yes,yes
3832,Andrew McKirahan,Atlanta Braves,2016,yes,yes
3833,Brad Boxberger,Tampa Bay Rays,2016,yes,no
3834,Mike Bolsinger,Los Angeles Dodgers,2016,yes,yes
3835,Hyun-Jin Ryu,Los Angeles Dodgers,2016,yes,yes
3836,Jon Gray,Colorado Rockies,2016,yes,no
3837,Buddy Baumann,San Diego Padres,2016,yes,no
3838,Brian Matusz,Baltimore Orioles,2016,yes,yes
3839,Dallas Beeler,Chicago Cubs,2016,yes,yes
3840,Aaron Brooks,Chicago Cubs,2016,yes,no
3841,Mike Dunn,Miami Marlins,2016,yes,no
3842,Marco Estrada,Toronto Blue Jays,2016,yes,yes
3843,Charlie Furbush,Seattle Mariners,2016,yes,yes
3844,Evan Scribner,Seattle Mariners,2016,yes,yes
3845,Tim Collins,Kansas City Royals,2016,yes,yes
3846,C.J. Wilson,Los Angeles Angels,2016,yes,yes
3847,Tommy Hunter,Cleveland Indians,2016,yes,yes
3848,Homer Bailey,Cincinnati Reds,2016,yes,yes
3849,Felix Doubront,Oakland Athletics,2016,yes,yes
3850,Matt Garza,Milwaukee Brewers,2016,yes,yes
3851,Andrew Heaney,Los Angeles Angels,2016,yes,no
3852,Matt Thornton,San Diego Padres,2016,yes,yes
3853,Tyson Ross,San Diego Padres,2016,yes,yes
3854,Brad Hand,San Diego Padres,2016,yes,yes
3855,Franklin Morales,Toronto Blue Jays,2016,yes,yes
3857,Dan Winkler,Atlanta Braves,2016,yes,yes
3858,Glen Perkins,Minnesota Twins,2016,yes,yes
3859,Chris Hatcher,Los Angeles Dodgers,2016,yes,yes
3860,Cory Luebke,Pittsburgh Pirates,2016,yes,yes
3861,Daniel Stumpf,Philadelphia Phillies,2016,yes,no
3862,Sergio Romo,San Francisco Giants,2016,yes,yes
3865,Fernando Abad,Minnesota Twins,2016,yes,yes
3869,Edwin Jackson,Miami Marlins,2016,yes,yes
3870,George Kontos,San Francisco Giants,2016,yes,yes
3871,Dillon Gee,Kansas City Royals,2016,yes,yes
3872,Joe Kelly,Boston Red Sox,2016,yes,yes
3873,Robbie Erlin,San Diego Padres,2016,yes,yes
3874,Keone Kela,Texas Rangers,2016,yes,no
3875,Louis Coleman,Los Angeles Dodgers,2016,yes,yes
3877,Miguel Castro,Colorado Rockies,2016,yes,no
3878,Branden Pinder,New York Yankees,2016,yes,no
3880,Jacob deGrom,New York Mets,2016,yes,yes
3881,Yovani Gallardo,Baltimore Orioles,2016,yes,yes
3882,Yimi Garcia,Los Angeles Dodgers,2016,yes,no
3883,Charlie Morton,Philadelphia Phillies,2016,yes,yes
3884,Carlos Carrasco,Cleveland Indians,2016,yes,yes
3885,Joaquin Benoit,Seattle Mariners,2016,yes,yes
3888,Ervin Santana,Minnesota Twins,2016,yes,yes
3889,Kyle Gibson,Minnesota Twins,2016,yes,yes
3890,Jorge De La Rosa,Colorado Rockies,2016,yes,yes
3891,Francisco Rodriguez,Detroit Tigers,2016,yes,yes
3892,Matt Belisle,Washington Nationals,2016,yes,yes
3893,Huston Street,Los Angeles Angels,2016,yes,yes
3894,David Robertson,Chicago White Sox,2016,yes,yes
3895,Shane Greene,Detroit Tigers,2016,yes,yes
3896,Daniel Webb,Chicago White Sox,2016,yes,yes
3898,Chris Bassitt,Oakland Athletics,2016,yes,no
3901,Raisel Iglesias,Cincinnati Reds,2016,yes,yes
3903,Tony Zych,Seattle Mariners,2016,yes,no
3904,Wily Peralta,Milwaukee Brewers,2016,yes,yes
3905,Jake Petricka,Chicago White Sox,2016,yes,yes
3906,Neil Ramirez,Chicago Cubs,2016,yes,yes
3907,Tony Sipp,Houston Astros,2016,yes,no
3908,CC Sabathia,New York Yankees,2016,yes,yes
3909,Garrett Richards,Los Angeles Angels,2016,yes,yes
3911,Michael Kirkman,Milwaukee Brewers,2016,yes,yes
3914,A.J. Griffin,Texas Rangers,2016,yes,yes
3916,Brett Cecil,Toronto Blue Jays,2016,yes,yes
3918,Josh Edgin,New York Mets,2016,yes,yes
3919,Nefi Ogando,Miami Marlins,2016,yes,no
3920,Liam Hendriks,Oakland Athletics,2016,yes,no
3921,Jim Johnson,Atlanta Braves,2016,yes,yes
3922,Jhoulys Chacin,Los Angeles Angels,2016,yes,yes
3924,Chris Young,Kansas City Royals,2016,yes,yes
3925,Kris Medlen,Kansas City Royals,2016,yes,yes
3927,Andrew Cashner,San Diego Padres,2016,yes,yes
3928,Seth Maness,St. Louis Cardinals,2016,yes,no
3931,Cory Rasmus,Los Angeles Angels,2016,yes,yes
3937,Tim Lincecum,Los Angeles Angels,2016,yes,yes
3938,Sonny Gray,Oakland Athletics,2016,yes,yes
3939,Drew VerHagen,Detroit Tigers,2016,yes,yes
3940,Chin-hui Tsao,Los Angeles Dodgers,2016,yes,no
3941,Manny Banuelos,Atlanta Braves,2016,yes,yes
3942,Joba Chamberlain,Cleveland Indians,2016,yes,yes
3943,Jesse Chavez,Toronto Blue Jays,2016,yes,yes
3944,Ryan Vogelsong,Pittsburgh Pirates,2016,yes,yes
3948,Arquimedes Caminero,Pittsburgh Pirates,2016,yes,no
3949,Tony Watson,Pittsburgh Pirates,2016,yes,no
3950,Boone Logan,Colorado Rockies,2016,yes,yes
3951,Chris Capuano,Milwaukee Brewers,2016,yes,yes
3952,Bryan Morris,Miami Marlins,2016,yes,yes
3954,Rubby De La Rosa,Arizona Diamondbacks,2015,yes,yes
3955,Shelby Miller,Arizona Diamondbacks,2016,yes,yes
3958,Matt Cain,San Francisco Giants,2016,yes,yes
3961,Cesar Vargas,San Diego Padres,2016,yes,no
3962,Ryan Webb,Tampa Bay Rays,2016,yes,yes
3965,Luis Severino,New York Yankees,2016,yes,no
3966,Alex Wood,Los Angeles Dodgers,2016,yes,yes
3968,Caleb Cotham,Cincinnati Reds,2016,yes,yes
3969,Felix Hernandez,Seattle Mariners,2016,yes,no
3970,Neil Ramirez,Milwaukee Brewers,2016,yes,yes
3972,Jason Grilli,Toronto Blue Jays,2016,yes,yes
3974,Michael Blazek,Milwaukee Brewers,2016,yes,yes
3977,Darren O'Day,Baltimore Orioles,2016,yes,yes
3979,Mike Foltynewicz,Atlanta Braves,2016,yes,yes
3982,Wilfredo Boscan,Pittsburgh Pirates,2016,yes,no
3983,Joe Smith,Los Angeles Angels,2016,yes,yes
3984,James Shields,Chicago White Sox,2016,yes,no
3986,Williams Perez,Atlanta Braves,2016,yes,yes
3987,Rich Hill,Oakland Athletics,2016,yes,yes
3989,Vince Velasquez,Philadelphia Phillies,2016,yes,yes
3990,Phil Hughes,Minnesota Twins,2016,yes,yes
3991,Trevor May,Minnesota Twins,2016,yes,no
3994,Jake McGee,Colorado Rockies,2016,yes,yes
3997,Eric O'Flaherty,Atlanta Braves,2016,yes,yes
4000,Vance Worley,Baltimore Orioles,2016,yes,yes
4003,Gerrit Cole,Pittsburgh Pirates,2016,yes,yes
4004,Luke Gregerson,Houston Astros,2016,yes,yes
4005,Chris Rusin,Colorado Rockies,2015,yes,no
4007,Sean Manaea,Oakland Athletics,2016,yes,no
4008,Jonathan Papelbon,Washington Nationals,2016,yes,yes
4009,A.J. Morris,Cincinnati Reds,2016,yes,no
4010,Alec Asher,Philadelphia Phillies,2016,yes,no
4012,Santiago Casilla,San Francisco Giants,2016,yes,yes
4013,Wade Miley,Seattle Mariners,2016,yes,yes
4015,Juan Nicasio,Pittsburgh Pirates,2016,yes,yes
4016,Chasen Shreve,New York Yankees,2016,yes,yes
4017,Tyler Chatwood,Colorado Rockies,2016,yes,yes
4021,Jim Henderson,New York Mets,2016,yes,yes
4023,Clayton Richard,Chicago Cubs,2016,yes,yes
4024,Zach Putnam,Chicago White Sox,2016,yes,yes
4025,Blake Wood,Cincinnati Reds,2016,yes,yes
4026,Alfredo Simon,Cincinnati Reds,2016,yes,yes
4028,Derek Holland,Texas Rangers,2016,yes,yes
4029,Brian Duensing,Baltimore Orioles,2016,yes,yes
4030,Nick Tropeano,Los Angeles Angels,2016,yes,no
4032,Adrian Sampson,Seattle Mariners,2016,yes,no
4034,Andrew Bailey,Philadelphia Phillies,2016,yes,yes
4035,Colby Lewis,Texas Rangers,2016,yes,yes
4037,Stephen Strasburg,Washington Nationals,2016,yes,yes
4038,Gavin Floyd,Toronto Blue Jays,2016,yes,yes
4040,JC Ramirez,Los Angeles Angels,2016,yes,no
4042,Yordano Ventura,Kansas City Royals,2016,yes,yes
4043,John Gant,Atlanta Braves,2016,yes,no
4044,Alex Colome,Tampa Bay Rays,2016,yes,yes
4046,Nick Vincent,Seattle Mariners,2016,yes,yes
4047,Chris Heston,San Francisco Giants,2016,yes,no
4050,T.J. McFarland,Baltimore Orioles,2016,yes,yes
4053,Sean Doolittle,Oakland Athletics,2016,yes,yes
4055,Bud Norris,Los Angeles Dodgers,2016,yes,yes
4056,Clayton Kershaw,Los Angeles Dodgers,2016,yes,yes
4057,Fernando Rodney,Miami Marlins,2016,yes,yes
4059,Paul Clemens,San Diego Padres,2016,yes,no
4060,Erik Johnson,San Diego Padres,2016,yes,no
4061,Kevin Siegrist,St. Louis Cardinals,2016,yes,yes
4065,Zack Greinke,Arizona Diamondbacks,2016,yes,yes
4066,Conor Mullee,New York Yankees,2016,yes,no
4069,Joe Ross,Washington Nationals,2016,yes,no
4071,Jordan Zimmermann,Detroit Tigers,2016,yes,yes
4072,Jameson Taillon,Pittsburgh Pirates,2016,yes,no
4073,Fernando Rodriguez Jr.,Oakland Athletics,2016,yes,yes
4076,Wade Davis,Kansas City Royals,2016,yes,yes
4078,Daniel Hudson,Arizona Diamondbacks,2016,yes,yes
4079,Justin Miller,Colorado Rockies,2016,yes,yes
4082,Matt Harvey,New York Mets,2016,yes,yes
4083,Cory Gearrin,San Francisco Giants,2016,yes,yes
4084,Andrew Chafin,Arizona Diamondbacks,2016,yes,no
4086,Taijuan Walker,Seattle Mariners,2016,yes,yes
4087,Zach McAllister,Cleveland Indians,2016,yes,yes
4091,Carlos Rodon,Chicago White Sox,2016,yes,no
4092,Craig Kimbrel,Boston Red Sox,2016,yes,no
4093,Brad Ziegler,Boston Red Sox,2016,yes,yes
4094,Christian Bergman,Colorado Rockies,2016,yes,yes
4095,Sean O'Sullivan,Boston Red Sox,2016,yes,yes
4097,Junichi Tazawa,Boston Red Sox,2016,yes,yes
4100,Jake Diekman,Texas Rangers,2016,yes,no
4101,Trevor Cahill,Chicago Cubs,2016,yes,yes
4104,Arodys Vizcaino,Atlanta Braves,2016,yes,yes
4107,Drew Pomeranz,Boston Red Sox,2016,yes,yes
4108,Warwick Saupold,Detroit Tigers,2016,yes,no
4110,Sammy Solis,Washington Nationals,2016,yes,no
4112,Andrew Triggs,Oakland Athletics,2016,yes,no
4115,Casey Fien,Los Angeles Dodgers,2016,yes,yes
4117,Koji Uehara,Boston Red Sox,2016,yes,yes
4123,Mike Montgomery,Chicago Cubs,2016,yes,no
4124,Ubaldo Jimenez,Baltimore Orioles,2016,yes,yes
4125,Chad Qualls,Colorado Rockies,2016,yes,yes
4127,Joe Nathan,Chicago Cubs,2016,yes,yes
4128,Wei-Yin Chen,Miami Marlins,2016,yes,yes
4130,Adam Warren,New York Yankees,2016,yes,no
4132,Aroldis Chapman,Chicago Cubs,2016,yes,yes
4133,Trevor Rosenthal,St. Louis Cardinals,2016,yes,yes
4135,Chris Rusin,Colorado Rockies,2016,yes,yes
4136,Joaquin Benoit,Toronto Blue Jays,2016,yes,yes
4137,Jacob Barnes,Milwaukee Brewers,2016,yes,no
4139,Josh Osich,San Francisco Giants,2016,yes,no
4140,Chris Sale,Chicago White Sox,2016,yes,yes
4141,Luke Hochevar,Kansas City Royals,2016,yes,yes
4142,Jeff Manship,Cleveland Indians,2016,yes,yes
4144,Lucas Harrell,Texas Rangers,2016,yes,no
4145,Nate Karns,Seattle Mariners,2016,yes,no
4146,Jarred Cosart,San Diego Padres,2016,yes,yes
4147,Colin Rea,Miami Marlins,2016,yes,no
4148,Andrew Cashner,Miami Marlins,2016,yes,yes
4151,Mark Melancon,Washington Nationals,2016,yes,no
4152,Matt Marksberry,Atlanta Braves,2016,yes,no
4153,Felipe Vazquez,Pittsburgh Pirates,2016,yes,no
4155,Andrew Miller,Cleveland Indians,2016,yes,yes
4157,Colin Rea,San Diego Padres,2016,yes,yes
4158,Fernando Abad,Boston Red Sox,2016,yes,yes
4159,Tim Adleman,Cincinnati Reds,2016,yes,no
4160,Julio Teheran,Atlanta Braves,2016,yes,yes
4161,Rich Hill,Los Angeles Dodgers,2016,yes,yes
4162,Jesse Chavez,Los Angeles Dodgers,2016,yes,yes
4163,Antonio Bastardo,Pittsburgh Pirates,2016,yes,yes
4164,Ivan Nova,Pittsburgh Pirates,2016,yes,yes
4165,Joe Smith,Chicago Cubs,2016,yes,yes
4168,Daniel Norris,Detroit Tigers,2016,yes,yes
4169,Ricky Nolasco,Los Angeles Angels,2016,yes,yes
4170,Wade Miley,Baltimore Orioles,2016,yes,yes
4171,Zach Duke,St. Louis Cardinals,2016,yes,yes
4172,Jonathon Niese,New York Mets,2016,yes,yes
4173,Danny Salazar,Cleveland Indians,2016,yes,no
4175,Adam Liberatore,Los Angeles Dodgers,2016,yes,no
4177,Jeanmar Gomez,Philadelphia Phillies,2016,yes,yes
4178,Aaron Nola,Philadelphia Phillies,2016,yes,no
4179,Francisco Liriano,Toronto Blue Jays,2016,yes,yes
4180,Doug Fister,Houston Astros,2016,yes,yes
4182,Tyler Lyons,St. Louis Cardinals,2016,yes,yes
4183,Jeremy Jeffress,Texas Rangers,2016,yes,no
4184,Jason Hammel,Chicago Cubs,2016,yes,yes
4185,Mike Pelfrey,Detroit Tigers,2016,yes,yes
4186,Hector Santiago,Minnesota Twins,2016,yes,no
4187,Grant Dayton,Los Angeles Dodgers,2017,yes,no
4188,Steve Cishek,Seattle Mariners,2016,yes,yes
4194,Enny Romero,Tampa Bay Rays,2016,yes,no
4198,Joe Blanton,Los Angeles Dodgers,2016,yes,yes
4199,Junior Guerra,Milwaukee Brewers,2016,yes,no
4200,Shae Simmons,Atlanta Braves,2016,yes,yes
4201,Chris Withrow,Atlanta Braves,2016,yes,yes
4202,Arquimedes Caminero,Seattle Mariners,2016,yes,yes
4203,Bruce Rondon,Detroit Tigers,2016,yes,yes
4204,Michael Wacha,St. Louis Cardinals,2016,yes,yes
4206,Cam Bedrosian,Los Angeles Angels,2016,yes,no
4207,Zach Eflin,Philadelphia Phillies,2016,yes,no
4209,AJ Ramos,Miami Marlins,2016,yes,yes
4211,Blake Parker,New York Yankees,2016,yes,yes
4215,Brett Oberholtzer,Los Angeles Angels,2016,yes,yes
4216,Pedro Strop,Chicago Cubs,2016,yes,yes
4217,Buddy Boshers,Minnesota Twins,2016,yes,no
4218,Ken Giles,Houston Astros,2016,yes,no
4220,Miguel Gonzalez,Chicago White Sox,2016,yes,yes
4221,Nathan Eovaldi,New York Yankees,2016,yes,yes
4223,Tommy Milone,Minnesota Twins,2016,yes,yes
4226,Adam Conley,Miami Marlins,2016,yes,no
4227,Steven Wright,Boston Red Sox,2016,yes,yes
4230,Joe Colon,Cleveland Indians,2016,yes,no
4233,James Paxton,Seattle Mariners,2016,yes,yes
4239,Chase Whitley,Tampa Bay Rays,2016,yes,yes
4253,John Lackey,Chicago Cubs,2016,yes,yes
4254,Hector Rondon,Chicago Cubs,2016,yes,yes
4256,Josh Tomlin,Cleveland Indians,2016,yes,yes
4260,Steven Matz,New York Mets,2016,yes,yes
4261,Scott Oberg,Colorado Rockies,2016,yes,no
4262,Drew Storen,Seattle Mariners,2016,yes,yes
4263,Scott Kazmir,Los Angeles Dodgers,2016,yes,yes
4265,Anthony Swarzak,New York Yankees,2016,yes,yes
4266,Shawn Tolleson,Texas Rangers,2016,yes,yes
4270,Chris Tillman,Baltimore Orioles,2016,yes,yes
4272,Rob Whalen,Atlanta Braves,2016,yes,no
4273,Brandon Morrow,San Diego Padres,2016,yes,yes
4277,Tom Wilhelmsen,Seattle Mariners,2016,yes,yes
4279,Tyler Glasnow,Pittsburgh Pirates,2016,yes,no
4280,Derek Law,San Francisco Giants,2016,yes,no
4284,Mike Leake,St. Louis Cardinals,2016,yes,yes
4288,David Phelps,Miami Marlins,2016,yes,yes
4290,Chien-Ming Wang,Kansas City Royals,2016,yes,yes
4295,Jesse Hahn,Oakland Athletics,2016,yes,yes
4303,Nick Rumbelow,New York Yankees,2016,yes,no
4307,Aaron Blair,Atlanta Braves,2016,yes,no
4308,Ray Black,San Francisco Giants,2016,yes,no
4314,Daniel Wright,Los Angeles Angels,2016,yes,no
4315,Matt Shoemaker,Los Angeles Angels,2016,yes,yes
4322,Jake Peavy,San Francisco Giants,2016,yes,yes
4323,Chad Green,New York Yankees,2016,yes,no
4330,Rubby De La Rosa,Arizona Diamondbacks,2016,yes,yes
4331,Carlos Frias,Los Angeles Dodgers,2016,yes,yes
4340,Wade LeBlanc,Pittsburgh Pirates,2016,yes,yes
4344,Cody Reed,Cincinnati Reds,2016,yes,no
4345,Chris Lee,Baltimore Orioles,2016,yes,no
4354,A.J. Schugel,Pittsburgh Pirates,2016,yes,no
4358,Jose Ramirez,Atlanta Braves,2016,yes,no
4367,Dylan Floro,Tampa Bay Rays,2016,yes,no
4374,A.J. Cole,Washington Nationals,2016,yes,no
4375,Aaron Sanchez,Toronto Blue Jays,2016,yes,yes
4378,Oliver Drake,Baltimore Orioles,2016,yes,yes
4382,Josh Smoker,New York Mets,2016,yes,no
4383,Gabriel Ynoa,New York Mets,2016,yes,no
4385,Logan Verrett,New York Mets,2016,yes,no
4386,J.A. Happ,Toronto Blue Jays,2016,yes,yes
4389,Seth Lugo,New York Mets,2016,yes,no
4390,Sean Burnett,Washington Nationals,2016,yes,yes
4391,Matt Moore,San Francisco Giants,2016,yes,yes
4393,Danny Barnes,Toronto Blue Jays,2016,yes,no
4394,Jose Leclerc,Texas Rangers,2016,yes,no
4400,Chi Chi Gonzalez,Texas Rangers,2016,yes,no
4401,Williams Jerez,Boston Red Sox,2016,yes,no
4402,Roenis Elias,Boston Red Sox,2016,yes,no
4407,Joe Nathan,San Francisco Giants,2016,yes,yes
4409,Chris Stratton,San Francisco Giants,2016,yes,no
4411,Lucas Giolito,Washington Nationals,2016,yes,no
4412,Koda Glover,Washington Nationals,2016,yes,no
4413,Mat Latos,Washington Nationals,2016,yes,yes
4414,Yusmeiro Petit,Washington Nationals,2016,yes,yes
4417,Ryan Merritt,Cleveland Indians,2016,yes,no
4419,Rob Zastryzny,Chicago Cubs,2016,yes,no
4420,R.A. Dickey,Toronto Blue Jays,2016,yes,yes
4421,Scott Feldman,Toronto Blue Jays,2016,yes,yes
4424,Jose De Leon,Los Angeles Dodgers,2016,yes,no
4426,Brock Stewart,Los Angeles Dodgers,2016,yes,no
4428,Mike Bolsinger,Toronto Blue Jays,2016,yes,yes
4429,Chad Girodo,Toronto Blue Jays,2016,yes,no
4430,Bo Schultz,Toronto Blue Jays,2016,yes,yes
4436,J.P. Howell,Los Angeles Dodgers,2016,yes,yes
4449,Andury Acevedo,Chicago Cubs,2016,yes,no
4450,Gerardo Concepcion,Chicago Cubs,2016,yes,no
4452,Spencer Patton,Chicago Cubs,2016,yes,yes
4454,Austin Adams,Cleveland Indians,2016,yes,no
4455,Cody Anderson,Cleveland Indians,2016,yes,yes
4476,Conor Mullee,Chicago Cubs,2016,yes,yes
4479,Carter Capps,San Diego Padres,2016,yes,yes
4483,Adrian Sampson,Texas Rangers,2016,yes,yes
4497,Brett Cecil,St. Louis Cardinals,2016,yes,yes
4498,Kenley Jansen,Los Angeles Dodgers,2018,yes,yes
4499,James Farris,Colorado Rockies,2017,yes,no
4500,Enny Romero,Washington Nationals,2017,yes,yes
4501,Jacob Lindgren,Atlanta Braves,2017,yes,no
4502,Jake Diekman,Texas Rangers,2017,yes,yes
4503,Homer Bailey,Cincinnati Reds,2017,yes,yes
4504,Yimi Garcia,Los Angeles Dodgers,2017,yes,yes
4505,Brian Flynn,Kansas City Royals,2017,yes,yes
4506,Chaz Roe,Atlanta Braves,2017,yes,yes
4507,Colin Rea,San Diego Padres,2017,yes,yes
4508,Nathan Eovaldi,Tampa Bay Rays,2017,yes,yes
4509,Trevor May,Minnesota Twins,2017,yes,yes
4510,Kevin Gadea,Tampa Bay Rays,2017,yes,no
4511,Chad Bettis,Colorado Rockies,2017,yes,yes
4512,Zach Duke,St. Louis Cardinals,2017,yes,yes
4513,Tyler Lyons,St. Louis Cardinals,2017,yes,yes
4514,David Paulino,Houston Astros,2017,yes,no
4515,Robbie Erlin,San Diego Padres,2017,yes,yes
4516,Collin McHugh,Houston Astros,2017,yes,yes
4517,John Gant,St. Louis Cardinals,2017,yes,yes
4518,Trevor Rosenthal,St. Louis Cardinals,2017,yes,yes
4519,Drew Pomeranz,Boston Red Sox,2017,yes,yes
4520,Alex Reyes,St. Louis Cardinals,2017,yes,no
4521,Matt Garza,Milwaukee Brewers,2017,yes,yes
4522,Ryan O'Rourke,Minnesota Twins,2017,yes,no
4523,Jake Barrett,Arizona Diamondbacks,2017,yes,no
4524,Steve Hathaway,Arizona Diamondbacks,2017,yes,no
4525,Drew Smyly,Seattle Mariners,2017,yes,yes
4526,Rob Whalen,Seattle Mariners,2017,yes,yes
4527,Tony Zych,Seattle Mariners,2017,yes,yes
4528,Shae Simmons,Seattle Mariners,2017,yes,yes
4529,Steve Cishek,Seattle Mariners,2017,yes,yes
4530,David Price,Boston Red Sox,2017,yes,yes
4531,Andrew Heaney,Los Angeles Angels,2017,yes,yes
4532,Brad Boxberger,Tampa Bay Rays,2017,yes,yes
4533,Shawn Tolleson,Tampa Bay Rays,2017,yes,yes
4534,Carson Smith,Boston Red Sox,2017,yes,yes
4536,Roenis Elias,Boston Red Sox,2017,yes,yes
4537,Christian Friedrich,San Diego Padres,2017,yes,yes
4538,Buddy Baumann,San Diego Padres,2017,yes,yes
4539,Nick Tropeano,Los Angeles Angels,2017,yes,yes
4540,Huston Street,Los Angeles Angels,2017,yes,yes
4541,Vicente Campos,Los Angeles Angels,2017,yes,no
4542,Tyler Thornburg,Boston Red Sox,2017,yes,yes
4543,Daniel Mengden,Oakland Athletics,2017,yes,no
4544,Chris Bassitt,Oakland Athletics,2017,yes,yes
4545,Sonny Gray,Oakland Athletics,2017,yes,yes
4546,Chi Chi Gonzalez,Texas Rangers,2017,yes,yes
4547,Scott Kazmir,Los Angeles Dodgers,2017,yes,yes
4548,Andrew Cashner,Texas Rangers,2017,yes,yes
4549,Jeurys Familia,New York Mets,2017,yes,yes
4550,Anthony DeSclafani,Cincinnati Reds,2017,yes,yes
4551,Nick Travieso,Cincinnati Reds,2017,yes,no
